10100,109,54018.751769	
10101,113,58573.528385	
10102,103,53107.737719	
10103,114,54285.008987	
10104,101,55727.918234	
10105,115,55905.634057	
10106,108,48136.605305	
10107,92,45454.984584	
10108,94,47493.293145	
10109,105,53477.891517	
1011,103,49872.218112	
10110,117,56201.142015	
10111,89,45984.981766	
10112,103,49097.348686	
10113,113,59280.740794	
10114,99,49304.323071	
10115,109,62590.072484	
10116,101,45680.676301	
10117,104,51415.131212	
10118,104,51153.229934	
10119,108,54323.621018	
1012,95,47617.244926	
10120,104,50403.514448	
10121,101,48917.757691	
10122,119,55124.876601	
10123,112,65359.858826	
10124,101,49897.227921	
10125,90,48058.498044	
10126,89,41562.66661	
10127,99,52098.460204	
10128,89,44952.691223	
10129,96,48605.854654	
1013,96,48294.031328	
10130,87,41633.83593	
10131,111,54731.420425	
10132,101,52658.183772	
10133,94,45839.33142	
10134,104,47812.900538	
10135,89,40633.371327	
10136,101,51407.124525	
10137,105,52486.417123	
10138,90,48633.129132	
10139,103,53950.920688	
1014,112,52132.636791	
10140,90,48185.619866	
10141,97,43480.689744	
10142,108,57899.689348	
10143,128,60775.1886835	
10144,107,55350.172736	
10145,98,47507.705032	
10146,105,49731.382849	
10147,112,53785.949588	
10148,106,55666.560512	
10149,96,49967.60904	
1015,76,40149.130508	
10150,100,45990.855862	
10151,102,55616.595729	
10152,105,54829.355933	
10153,96,52320.4013	
10154,84,41800.262511	
10155,95,47194.022882	
10156,91,43689.819349	
10157,85,42840.232677	
10158,100,53020.593344	
10159,112,56570.435146	
1016,95,50309.80456	
10160,105,50320.013971	
10161,102,54470.124349	
10162,100,55329.116316	
10163,107,51490.095705	
10164,89,48206.318014	
10165,93,47031.924302	
10166,92,48799.451688	
10167,89,42315.015456	
10168,86,46443.123217	
10169,114,55968.955909	
1017,99,51774.542836	
10170,108,62209.92369	
10171,107,59567.958535	
10172,86,44007.90435	
10173,108,53437.045586	
10174,97,51515.21212	
10175,85,41323.198788	
10176,94,48675.41626	
10177,97,47897.556387	
10178,94,47816.551357	
10179,93,43212.731287	
1018,95,46528.52614	
10180,118,60937.580999	
10181,107,58659.763859	
10182,99,51138.481927	
10183,83,44951.547415	
10184,108,56164.00858	
10185,114,52665.516838	
10186,111,61086.934711	
10187,89,48899.016169	
10188,96,49139.449155	
10189,85,40273.047997	
1019,93,50009.73308	
10190,111,60254.783379	
10191,76,36654.564153	
10192,111,57930.433596	
10193,99,53315.349554	
10194,105,54311.636707	
10195,84,41074.490806	
10196,94,54119.154217	
10197,88,41741.861017	
10198,96,43874.656915	
10199,110,61043.373433	
102,102,57671.176476	
1020,97,43794.439854	
10200,98,43472.304445	
10201,120,64380.81815	
10202,114,56237.073237	
10203,109,53703.261344	
10204,93,45782.532555	
10205,92,47980.85115	
10206,92,46236.510369	
10207,116,57774.943551	
10208,89,48743.767975	
10209,110,56465.633329	
1021,89,47178.366784	
10210,95,52877.070467	
10211,89,47066.044115	
10212,104,47311.21789	
10213,103,48878.166683	
10214,112,52601.908049	
10215,103,50774.777795	
10216,97,46634.886558	
10217,85,36037.980646	
10218,92,43838.150604	
10219,105,52338.459303	
1022,92,40486.639082	
10220,96,48761.526026	
10221,99,49466.493177	
10222,96,45562.348773	
10223,118,59250.155007	
10224,107,49256.833501	
10225,92,52807.09386	
10226,96,48042.830948	
10227,96,47244.965352	
10228,91,45609.258746	
10229,96,50696.033335	
1023,100,55124.623249	
10230,85,44104.802442	
10231,104,53580.343437	
10232,110,53603.449422	
10233,111,57905.313664	
10234,104,50805.888691	
10235,91,48612.318124	
10236,81,41800.254348	
10237,102,53225.254431	
10238,109,51788.289748	
10239,112,53435.983939	
1024,87,47633.529076	
10240,103,51215.743034	
10241,127,67524.779169	
10242,99,51675.982103	
10243,105,54318.280968	
10244,103,48244.299784	
10245,96,47502.690582	
10246,110,54986.491122	
10247,101,50523.002482	
10248,93,49054.926053	
10249,102,54299.730269	
1025,101,49523.742216	
10250,93,46677.619389	
10251,87,39544.892612	
10252,104,54241.335781	
10253,95,46648.845549	
10254,112,59398.01123	
10255,97,46665.890241	
10256,106,51305.776722	
10257,113,53734.427977	
10258,104,54129.134445	
10259,84,45594.109448	
1026,99,45414.759892	
10260,108,53849.222637	
10261,100,46948.528961	
10262,103,47651.801857	
10263,105,54383.841845	
10264,99,47229.072781	
10265,87,43426.605774	
10266,101,48819.880424	
10267,112,56459.8448	
10268,111,62137.479617	
10269,90,46962.883776	
1027,79,40794.447595	
10270,114,54410.0695685	
10271,106,57395.416234	
10272,89,44104.826012	
10273,104,53547.195267	
10274,118,67293.589701	
10275,92,45259.516781	
10276,96,50160.023368	
10277,101,51687.510093	
10278,97,44056.775212	
10279,101,47686.078758	
1028,85,38087.763606	
10280,102,49447.342087	
10281,99,43755.742795	
10282,93,50873.096646	
10283,100,55636.468008	
10284,103,48274.766058	
10285,86,43563.723089	
10286,82,44105.813907	
10287,96,46492.72545	
10288,105,50844.548472	
10289,101,49616.308147	
1029,115,58969.119909	
10290,95,44160.439305	
10291,106,53458.749337	
10292,93,47422.152639	
10293,113,54397.153053	
10294,109,53169.303517	
10295,109,53586.962574	
10296,109,53787.384956	
10297,93,48348.641364	
10298,97,49277.782308	
10299,90,49249.473954	
103,107,54442.37312	
1030,110,59408.389637	
10300,101,51942.060973	
10301,111,53808.078141	
10302,109,54375.754251	
10303,88,43036.928805	
10304,88,43031.889381	
10305,93,43038.008252	
10306,94,46467.476681	
10307,118,55519.542666	
10308,92,47832.349109	
10309,109,57340.146504	
1031,99,53715.962596	
10310,103,56325.419115	
10311,123,63868.340665	
10312,105,55005.699718	
10313,100,50457.158096	
10314,90,43743.182622	
10315,105,56751.797642	
10316,113,61484.147883	
10317,110,60075.873909	
10318,95,46342.534294	
10319,89,48110.654221	
1032,88,44077.375477	
10320,86,40692.46176	
10321,110,54296.672724	
10322,86,47441.538378	
10323,110,51189.878836	
10324,82,34896.7981	
10325,103,53444.272258	
10326,94,46183.505477	
10327,107,56277.86452	
10328,92,45346.614143	
10329,89,51034.859607	
1033,111,54175.565499	
10330,108,56425.19919	
10331,90,42899.134442	
10332,111,56989.735134	
10333,99,48428.168423	
10334,96,46163.759086	
10335,103,60150.006108	
10336,99,47422.69858	
10337,114,63140.0383615	
10338,82,39525.136059	
10339,116,59322.053365	
1034,96,48703.302609	
10340,85,43581.820665	
10341,105,55769.063902	
10342,102,52231.828504	
10343,83,44796.182606	
10344,93,45391.265563	
10345,87,43051.038293	
10346,91,42006.026134	
10347,87,44184.312135	
10348,105,52189.064088	
10349,114,59839.451884	
1035,88,47594.877576	
10350,96,46315.977664	
10351,95,48650.198432	
10352,87,43352.500216	
10353,94,46679.928585	
10354,99,51176.51734	
10355,110,50493.808697	
10356,97,52497.977587	
10357,96,48280.972168	
10358,93,45189.662343	
10359,92,48212.61836	
1036,102,51424.432065	
10360,90,47452.721686	
10361,95,48944.076821	
10362,97,47190.626051	
10363,102,56858.07326	
10364,104,55953.130225	
10365,115,56764.777139	
10366,102,48024.84471	
10367,78,36280.38405	
10368,100,55457.839127	
10369,80,39726.971609	
1037,119,62359.814151	
10370,93,46516.870408	
10371,101,50529.560539	
10372,125,65967.386163	
10373,106,58308.789946	
10374,94,43439.389229	
10375,91,44604.306371	
10376,88,43059.237541	
10377,91,43643.590696	
10378,97,46583.684438	
10379,110,58712.746092	
1038,105,51226.351501	
10380,90,42048.088782	
10381,90,42123.2634	
10382,91,47318.741654	
10383,108,53609.712406	
10384,104,55666.596151	
10385,84,38231.116537	
10386,104,52968.035725	
10387,108,52804.631455	
10388,92,48752.962413	
10389,93,46728.524748	
1039,113,52992.616537	
10390,108,55408.467105	
10391,101,53703.817223	
10392,118,55042.439101	
10393,109,51074.205396	
10394,107,55952.572719	
10395,91,50007.303872	
10396,106,55373.008934	
10397,105,50168.862698	
10398,121,63227.730013	
10399,92,53957.90658	
104,118,58440.635923	
1040,114,56952.511677	
10400,77,40171.968485	
10401,100,54094.890577	
10402,87,51293.201059	
10403,101,54369.894176	
10404,98,51108.086535	
10405,96,47446.973087	
10406,84,44059.617727	
10407,101,48587.486136	
10408,112,54847.603867	
10409,133,64861.325014	
1041,69,33655.958851	
10410,98,48148.2218	
10411,94,50781.018461	
10412,84,34039.1134685	
10413,101,46484.80228	
10414,79,40752.378889	
10415,114,60963.285533	
10416,93,46948.377865	
10417,123,58251.178193	
10418,95,49567.123477	
10419,94,45948.497206	
1042,99,53724.73488	
10420,98,49995.412867	
10421,93,47586.54996	
10422,97,50306.001721	
10423,98,44935.866138	
10424,95,45054.020591	
10425,101,48177.439062	
10426,98,50245.185922	
10427,107,49079.664699	
10428,101,51286.690268	
10429,99,44973.727815	
1043,103,50159.565971	
10430,102,51249.52697	
10431,108,47327.280556	
10432,87,44303.428802	
10433,83,43722.003157	
10434,91,50239.499338	
10435,103,53314.639116	
10436,95,51278.244793	
10437,81,42911.90925	
10438,107,53002.442698	
10439,92,46477.467196	
1044,99,50298.338958	
10440,86,46184.70437	
10441,85,40047.630554	
10442,93,45693.459524	
10443,105,62333.316375	
10444,76,45547.149257	
10445,90,43662.965538	
10446,113,51869.254297	
10447,113,60081.100489	
10448,99,49321.718043	
10449,107,48031.984009	
1045,108,55776.575915	
10450,93,49081.203972	
10451,81,40745.567561	
10452,96,49458.021076	
10453,103,54309.245787	
10454,101,50386.77914	
10455,106,52484.488793	
10456,98,52957.750684	
10457,108,54662.132086	
10458,105,57646.95105	
10459,78,35207.146801	
1046,111,55887.00841	
10460,99,50384.399595	
10461,104,51700.235011	
10462,108,49266.13461	
10463,111,48272.207536	
10464,105,56466.309591	
10465,93,49984.348622	
10466,87,43965.790585	
10467,98,48462.907713	
10468,99,47848.970684	
10469,111,54914.155779	
1047,106,51953.914782	
10470,86,41602.327978	
10471,91,48142.778698	
10472,108,58683.947784	
10473,93,42597.047768	
10474,94,48827.487014	
10475,94,48317.243961	
10476,104,51354.281286	
10477,108,50908.119823	
10478,115,59016.338502	
10479,92,45277.857156	
1048,90,47653.52432	
10480,90,45482.159565	
10481,98,52037.358955	
10482,89,42973.953413	
10483,99,53673.681686	
10484,105,54167.489146	
10485,90,47095.19365	
10486,110,61415.073207	
10487,90,51056.36055	
10488,87,41887.702563	
10489,90,40899.256964	
1049,92,53212.28953	
10490,79,39925.912698	
10491,100,50052.847451	
10492,113,57577.710506	
10493,96,50743.587262	
10494,111,51385.2240015	
10495,109,61689.982883	
10496,100,48453.056263	
10497,114,56722.396748	
10498,96,49741.769748	
10499,97,48018.694143	
105,108,57125.111179	
1050,102,48226.334337	
10500,96,49466.012334	
10501,95,46673.152633	
10502,94,47873.390141	
10503,111,59068.281505	
10504,108,56510.200085	
10505,91,52604.707097	
10506,97,44169.737484	
10507,106,58473.444081	
10508,99,52931.137472	
10509,99,53308.829814	
1051,76,39647.561207	
10510,93,48609.564874	
10511,102,55089.484157	
10512,97,50553.305009	
10513,130,65714.581063	
10514,91,49105.965061	
10515,84,40789.252059	
10516,109,56941.027872	
10517,104,49796.830191	
10518,101,50061.563803	
10519,120,53714.142691	
1052,92,46955.84092	
10520,93,43278.120489	
10521,106,51763.8739	
10522,86,46646.227752	
10523,102,49715.971344	
10524,101,53673.897475	
10525,91,46765.05636	
10526,93,47637.332286	
10527,99,47715.115819	
10528,104,49678.806973	
10529,103,51716.16486	
1053,98,49456.781901	
10530,103,53432.734025	
10531,101,48349.873309	
10532,97,48474.383733	
10533,92,47127.175487	
10534,87,46690.681016	
10535,103,51318.674873	
10536,98,47135.607081	
10537,104,60071.678068	
10538,110,54834.332196	
10539,97,49361.28601	
1054,101,48786.417353	
10540,120,60930.301101	
10541,93,48271.368714	
10542,105,52229.247343	
10543,100,46163.586859	
10544,106,55067.498315	
10545,119,62962.71737	
10546,99,56121.944733	
10547,103,46418.9129935	
10548,129,61014.434138	
10549,98,53513.364619	
1055,98,47645.341742	
10550,96,45469.405312	
10551,102,49003.232833	
10552,102,50225.181956	
10553,106,55884.142486	
10554,85,43781.436962	
10555,104,51926.722507	
10556,106,53596.005355	
10557,105,51731.747446	
10558,111,60524.496026	
10559,106,48841.393904	
1056,104,50275.055406	
10560,124,65431.70072	
10561,85,42468.133289	
10562,97,48557.089108	
10563,110,54924.608913	
10564,91,46618.107628	
10565,104,54805.923827	
10566,102,47906.3293	
10567,94,51685.489721	
10568,89,43316.430798	
10569,95,45463.289164	
1057,99,46159.464252	
10570,97,46821.521209	
10571,109,57618.336976	
10572,96,46725.049265	
10573,97,47052.305062	
10574,99,51612.293138	
10575,104,51661.201025	
10576,102,53931.853356	
10577,105,48340.023137	
10578,95,40915.029385	
10579,95,50265.95499	
1058,96,44340.547587	
10580,94,49474.856333	
10581,94,47707.266141	
10582,77,37998.310883	
10583,85,40496.22285	
10584,102,48549.818979	
10585,96,46786.976545	
10586,101,51912.96473	
10587,115,54410.815727	
10588,83,47790.148263	
10589,117,60467.169739	
1059,102,50808.839033	
10590,110,53616.435667	
10591,103,49010.001673	
10592,100,53211.017425	
10593,77,32335.199548	
10594,98,48447.873577	
10595,118,55343.376114	
10596,113,55684.34444	
10597,104,44249.993921	
10598,116,56581.250093	
10599,94,41792.770511	
106,87,45027.695935	
1060,110,54976.49197	
10600,106,49520.403842	
10601,100,49927.130653	
10602,105,54371.855474	
10603,97,49266.308083	
10604,91,39990.767945	
10605,103,54126.411229	
10606,104,50939.012289	
10607,103,54550.295787	
10608,98,53607.242263	
10609,102,52945.132949	
1061,98,50229.907725	
10610,116,65602.853151	
10611,98,50104.138495	
10612,108,53554.682806	
10613,95,48503.211386	
10614,111,48825.834716	
10615,120,62454.906695	
10616,111,52592.559724	
10617,106,55501.028901	
10618,93,48321.284925	
10619,105,55221.756723	
1062,87,43594.850939	
10620,89,42123.181957	
10621,93,51812.302024	
10622,106,48358.4914675	
10623,101,45966.655796	
10624,89,51134.871277	
10625,92,40843.950795	
10626,106,55087.093061	
10627,109,51925.701874	
10628,96,44153.221719	
10629,103,51913.1838	
1063,108,58998.761926	
10630,105,54370.875348	
10631,88,43392.849669	
10632,99,53775.414761	
10633,118,62722.004232	
10634,97,47364.254249	
10635,103,55157.82513	
10636,113,55408.260453	
10637,97,51405.81387	
10638,108,53687.331206	
10639,100,49491.07115	
1064,105,59347.544477	
10640,103,53270.627093	
10641,113,58670.993313	
10642,97,45223.2748315	
10643,96,46455.463082	
10644,98,49584.112085	
10645,91,50954.092493	
10646,112,57230.993012	
10647,115,60661.997559	
10648,91,46863.378021	
10649,79,43900.774176	
1065,97,45358.940331	
10650,97,50743.074793	
10651,94,46420.228091	
10652,90,45830.777276	
10653,99,49624.936101	
10654,98,51331.919551	
10655,88,45406.097304	
10656,100,55769.81142	
10657,92,51712.484076	
10658,117,55548.352157	
10659,108,50964.886968	
1066,126,63445.888987	
10660,80,45472.51364	
10661,111,59409.720313	
10662,103,48330.852426	
10663,94,46276.694115	
10664,96,46822.750029	
10665,105,55346.708211	
10666,98,46970.587637	
10667,96,46485.402459	
10668,116,59698.150489	
10669,87,46849.382554	
1067,103,57292.456612	
10670,91,45733.366955	
10671,93,48266.168415	
10672,80,41757.974021	
10673,102,54112.969329	
10674,101,49404.377867	
10675,96,52272.619663	
10676,106,55127.22052	
10677,104,56381.31757	
10678,102,51002.792367	
10679,83,40785.454981	
1068,82,46025.975169	
10680,94,48135.967787	
10681,101,50287.382862	
10682,100,49211.084955	
10683,92,48252.670198	
10684,106,50885.99594	
10685,111,61767.966294	
10686,94,45671.410984	
10687,86,42027.368506	
10688,119,64033.461652	
10689,94,47110.348574	
1069,93,47981.761478	
10690,101,51560.693447	
10691,83,42457.960054	
10692,71,38458.001222	
10693,86,39164.6851165	
10694,87,45229.394701	
10695,102,53099.860699	
10696,82,45975.001247	
10697,97,48621.424455	
10698,88,41323.651581	
10699,100,49732.387779	
107,93,47498.175278	
1070,101,54662.172254	
10700,114,55453.109018	
10701,112,58874.927942	
10702,112,57779.808697	
10703,93,49715.271194	
10704,102,47286.8612025	
10705,87,45768.879854	
10706,96,46025.274369	
10707,98,50786.219469	
10708,90,46186.241934	
10709,99,45205.272085	
1071,111,54456.391852	
10710,114,62719.539881	
10711,88,49230.288327	
10712,96,52840.855637	
10713,111,57541.183468	
10714,106,53409.28203	
10715,101,51212.080577	
10716,108,53461.301787	
10717,86,45002.972643	
10718,115,57490.294366	
10719,109,54659.649006	
1072,87,44381.915147	
10720,96,44604.612596	
10721,84,41951.595197	
10722,102,50308.396746	
10723,103,52710.96109	
10724,103,53146.67694	
10725,97,48631.708314	
10726,112,58366.312179	
10727,90,40785.451462	
10728,108,55310.424565	
10729,93,46551.813391	
1073,108,56014.990161	
10730,102,49391.382973	
10731,86,41816.773324	
10732,88,46467.159488	
10733,88,47247.869125	
10734,109,48736.774812	
10735,93,47356.197682	
10736,94,46311.019554	
10737,83,42594.871823	
10738,104,53382.733785	
10739,111,56292.70475	
1074,85,44710.472298	
10740,89,43161.029754	
10741,102,49610.326983	
10742,89,43986.625133	
10743,94,47486.928118	
10744,108,53727.776886	
10745,93,46703.122177	
10746,123,57528.197191	
10747,99,45626.117323	
10748,85,38439.344623	
10749,107,55911.029006	
1075,96,47553.074982	
10750,82,46270.19484	
10751,100,51497.205373	
10752,92,45350.621196	
10753,85,38565.472177	
10754,96,50666.693464	
10755,100,46679.499299	
10756,96,55036.62819	
10757,106,52346.356864	
10758,94,47418.22795	
10759,73,35129.600606	
1076,116,58259.625384	
10760,103,51871.761288	
10761,95,47557.425395	
10762,73,35882.792064	
10763,115,55272.105674	
10764,86,42378.265846	
10765,110,58375.00546	
10766,106,54728.591131	
10767,116,59317.171356	
10768,90,41817.478145	
10769,95,46008.760026	
1077,75,38302.565238	
10770,86,49478.657074	
10771,124,58081.672616	
10772,102,50621.407901	
10773,87,48131.427108	
10774,89,48948.318896	
10775,102,53402.70852	
10776,92,46744.646197	
10777,95,46045.485727	
10778,109,53028.608598	
10779,118,64466.623078	
1078,98,47924.192603	
10780,93,44866.110601	
10781,99,50879.9926665	
10782,110,59378.747262	
10783,109,56776.807907	
10784,116,61607.429416	
10785,102,51299.570329	
10786,90,48325.022627	
10787,102,47867.5621205	
10788,89,42933.32056	
10789,104,54382.832828	
1079,111,55335.282782	
10790,95,47396.087522	
10791,90,40431.302224	
10792,100,46539.180485	
10793,89,47750.284161	
10794,108,54401.045264	
10795,104,55083.267319	
10796,88,44151.637418	
10797,115,55596.518639	
10798,100,46279.4872005	
10799,104,49491.847349	
108,87,44918.540064	
1080,102,54867.955787	
10800,94,44122.503222	
10801,89,45421.632858	
10802,115,52850.738419	
10803,97,48929.941421	
10804,99,52275.480162	
10805,97,48277.045234	
10806,94,48605.788176	
10807,113,59955.000201	
10808,86,44851.375838	
10809,93,42540.820864	
1081,116,65398.65744	
10810,121,66209.415274	
10811,105,57743.938802	
10812,93,43780.551045	
10813,114,55765.1704	
10814,108,57065.347237	
10815,93,49035.048871	
10816,107,51891.898385	
10817,87,47720.510357	
10818,99,50602.77589	
10819,103,56350.673594	
1082,105,54262.540979	
10820,86,42551.213536	
10821,107,53392.418447	
10822,102,55450.075746	
10823,102,46675.012041	
10824,100,54209.249582	
10825,91,47890.397286	
10826,120,55921.508399	
10827,79,37673.015819	
10828,112,60976.493879	
10829,84,41461.137151	
1083,94,49155.078916	
10830,95,46896.935709	
10831,97,49939.986938	
10832,94,45761.68203	
10833,107,58053.430888	
10834,108,52219.858975	
10835,95,50563.520186	
10836,105,54470.908045	
10837,82,42688.510235	
10838,113,55318.530297	
10839,116,54188.736923	
1084,91,44725.015798	
10840,103,51912.3598675	
10841,123,56260.473344	
10842,94,47037.727432	
10843,98,48693.887737	
10844,118,58359.517223	
10845,96,48385.674137	
10846,93,44032.899145	
10847,117,55703.607382	
10848,90,43967.865938	
10849,91,44903.570692	
1085,104,55757.811975	
10850,96,40530.00842	
10851,109,57081.593677	
10852,98,45599.724803	
10853,103,50740.045606	
10854,95,48217.731785	
10855,103,57261.807354	
10856,102,49326.280188	
10857,113,58456.125792	
10858,99,47933.872606	
10859,108,56373.644487	
1086,89,44723.261225	
10860,96,51758.646604	
10861,85,42864.074019	
10862,109,59446.299483	
10863,98,48710.054435	
10864,100,50088.096298	
10865,85,45722.695346	
10866,95,50962.409472	
10867,113,55779.088996	
10868,98,55058.166224	
10869,100,52513.101978	
1087,107,53853.608015	
10870,103,52988.306789	
10871,97,51115.349901	
10872,106,54684.809383	
10873,111,56890.201695	
10874,91,45583.58212	
10875,104,52610.756335	
10876,103,53959.608723	
10877,115,60153.001029	
10878,104,54214.655266	
10879,99,46128.864276	
1088,94,50318.055387	
10880,112,59607.822215	
10881,109,50067.861175	
10882,107,58741.547483	
10883,99,49206.218194	
10884,101,58575.830888	
10885,108,55571.500162	
10886,107,55507.499074	
10887,97,46338.463971	
10888,106,51210.823029	
10889,93,46644.950556	
1089,120,65584.31426	
10890,100,52201.493856	
10891,95,48741.26575	
10892,127,59853.338803	
10893,92,47348.531796	
10894,101,52363.064871	
10895,103,48874.682118	
10896,89,45330.241121	
10897,103,50177.141885	
10898,111,53120.180657	
10899,96,45216.8165225	
109,94,43012.249271	
1090,106,58081.387766	
10900,102,52561.190826	
10901,84,40806.408144	
10902,95,45642.567428	
10903,94,49312.02401	
10904,111,56181.491837	
10905,72,35640.91283	
10906,97,48617.935209	
10907,101,48148.235728	
10908,100,48323.793463	
10909,86,44173.652588	
1091,101,56046.845195	
10910,91,46927.37316	
10911,90,44713.776698	
10912,93,49413.412346	
10913,119,62788.050547	
10914,99,49373.69594	
10915,93,50446.726063	
10916,93,42228.003711	
10917,94,41822.228237	
10918,123,64325.268271	
10919,121,59863.708253	
1092,107,53735.973656	
10920,101,48119.618543	
10921,99,46215.193332	
10922,95,47724.3565015	
10923,107,50402.011324	
10924,93,49368.467767	
10925,92,43504.579236	
10926,89,45446.324725	
10927,94,46998.013633	
10928,87,45310.539187	
10929,96,45195.302954	
1093,100,50524.287031	
10930,102,51394.94624	
10931,88,39387.717968	
10932,100,49349.132647	
10933,99,47210.796877	
10934,90,45227.729325	
10935,101,49922.823292	
10936,118,57874.915783	
10937,99,51198.956493	
10938,101,50089.299614	
10939,96,53778.083215	
1094,66,31601.764662	
10940,94,47579.860398	
10941,87,44320.966438	
10942,116,63434.083179	
10943,97,48315.882477	
10944,116,59642.169738	
10945,95,41891.243395	
10946,93,47421.723693	
10947,99,57208.639599	
10948,121,61722.489944	
10949,102,50548.407851	
1095,116,60572.050819	
10950,91,45874.569643	
10951,106,56060.338123	
10952,88,43444.904781	
10953,113,55242.017994	
10954,109,53076.822315	
10955,105,52439.595387	
10956,74,36839.271899	
10957,90,47258.353167	
10958,93,51371.342608	
10959,122,63270.34595	
1096,88,47956.829015	
10960,111,52759.680756	
10961,109,61307.732924	
10962,99,49569.837284	
10963,121,56758.739044	
10964,100,49459.317746	
10965,106,52084.037727	
10966,109,59575.842351	
10967,87,46750.904979	
10968,97,54864.009449	
10969,127,61294.0969775	
1097,111,55736.954552	
10970,92,42176.904876	
10971,84,43358.250662	
10972,98,49144.637356	
10973,85,39657.571221	
10974,95,43735.331887	
10975,101,50080.2842305	
10976,102,56869.512679	
10977,84,42504.219965	
10978,113,59532.12635	
10979,97,52844.195815	
1098,92,46796.203546	
10980,113,63229.661903	
10981,100,56525.266655	
10982,95,46681.822023	
10983,90,46898.421929	
10984,94,48630.96268	
10985,126,63371.478616	
10986,95,48948.197371	
10987,96,48843.264947	
10988,79,40686.11955	
10989,104,49288.048447	
1099,108,51666.526584	
10990,128,67678.532236	
10991,114,62039.997723	
10992,102,53271.481784	
10993,100,45704.325692	
10994,105,51220.664713	
10995,106,56604.195065	
10996,86,39112.992797	
10997,103,52597.207021	
10998,96,49459.289045	
10999,93,43535.375578	
11,124,57813.421754	
110,101,46467.932716	
1100,88,46431.50027	
11000,87,42854.388167	
11001,112,58955.072877	
11002,104,50760.329084	
11003,105,52589.459157	
11004,104,51378.4736815	
11005,105,52760.603435	
11006,121,60432.9849175	
11007,101,49089.518592	
11008,112,57654.016481	
11009,108,54305.407009	
1101,98,49295.8082	
11010,109,54949.660571	
11011,87,42499.888057	
11012,112,52670.71357	
11013,110,55062.100309	
11014,102,46484.576313	
11015,82,40410.745522	
11016,99,48143.426592	
11017,109,53720.162662	
11018,80,39595.549279	
11019,119,65921.32662	
1102,106,55888.501954	
11020,77,39198.997924	
11021,78,37986.487961	
11022,114,57070.296668	
11023,96,51112.231276	
11024,106,49809.554941	
11025,110,56287.874367	
11026,86,42913.402164	
11027,80,39309.664836	
11028,96,51746.207801	
11029,110,57476.046531	
1103,98,46996.940378	
11030,98,49151.783206	
11031,91,45533.542376	
11032,84,42234.980107	
11033,101,48361.431355	
11034,121,59545.748129	
11035,101,51286.581523	
11036,106,58026.82464	
11037,111,53630.453342	
11038,121,63157.892996	
11039,116,57810.600225	
1104,120,55373.608826	
11040,99,51695.802763	
11041,101,49726.78795	
11042,108,55605.327375	
11043,120,64130.733939	
11044,111,49834.3948455	
11045,112,57045.309034	
