152,4537
4721,7380
432,3088
1215,7628
9478,4587
9269,5716
8963,3753
2240,304
6114,4509
9959,9106
8401,6094
5101,8479
8024,6861
339,9183
9431,4059
7229,7723
9167,2612
5000,3730
2857,8370
287,8214
2955,1097
2897,7109
1427,5764
6067,1173
9238,8467
6959,4352
7262,5339
2814,6470
3437,29
3542,1846
4839,6291
6879,4631
2238,5482
6225,6296
9823,4740
5502,9631
752,112
4911,2264
9428,2587
1170,6672
718,3001
7708,3635
8509,781
4952,3833
8219,5226
1972,6505
7985,1787
3593,9682
4017,1754
41,6136
9275,487
2570,6978
7110,4944
966,1377
5794,2133
6712,6606
8111,6631
1214,2883
8952,8515
2310,4262
8186,6321
9707,5538
5424,8832
4514,6457
5455,9389
13,647
8562,2001
1357,3349
9673,6264
3446,8682
4444,331
4889,1198
2978,6807
7573,8765
1923,6367
904,4110
67,3856
8416,7286
6311,7708
1965,9885
4957,7565
132,3082
2987,4674
1723,6180
2967,4676
7074,3305
8646,4901
317,443
5169,9957
5591,7632
6619,9930
3990,6461
2695,4742
4105,3552
8989,3455
6109,9960
1744,9850
1264,3994
2108,3891
4348,9664
4567,2763
5680,3275
5641,8285
272,8000
4378,8404
9123,5005
1821,7573
6782,3888
1363,7871
1448,1029
8435,9604
7068,8891
3934,7444
6266,5069
4118,9022
6105,6620
7334,3033
9197,6054
3365,663
1616,7331
2870,6254
6842,8980
3098,5102
4330,2222
1960,5801
3136,8337
4698,1672
963,9592
6678,9124
5979,6264
930,1022
9050,8309
31,734
6418,854
7850,2415
5650,9434
1665,1078
8258,7410
8694,5086
4843,8696
1003,8844
7897,2374
8663,5689
9740,9759
6386,1268
7418,6402
4875,3038
6401,7222
4816,9040
930,5335
856,3128
7198,9287
3867,4268
9666,4990
7016,5032
9109,3242
9474,4125
3241,7060
1246,2151
1655,4046
4716,4858
2844,2471
8533,6783
3224,7813
924,478
4175,1905
4361,1145
9450,4970
3321,8559
1219,1375
9303,735
3199,3107
9313,2750
407,3818
9927,2847
6648,1838
5412,2276
4262,2675
2669,8671
8419,2367
3382,723
8446,1658
2341,8577
4133,1181
2860,9621
6888,9494
7119,1214
807,3843
8325,7328
6477,6331
7337,7439
2368,5276
909,4325
1251,7886
5926,4966
4924,4816
1936,5113
5655,7909
482,4684
1744,1900
3273,500
9072,5965
6392,4208
2895,9300
3145,7595
1636,3798
7476,7503
7231,713
2872,847
1488,7936
4277,8850
6643,7525
1759,4281
1713,4120
5056,4743
2010,984
6471,4448
9322,4960
2760,6507
1860,9084
599,1023
7136,907
465,7899
9840,1515
4935,6681
860,1212
6270,1099
3574,4948
5763,9287
9917,1444
5700,504
9513,1901
455,3041
1575,7693
2386,521
5178,5004
3902,7977
557,6030
1679,4795
6493,5366
2331,130
2455,4179
3706,530
8259,7813
1614,179
2392,7113
3825,3980
2780,1865
4950,3486
9332,8284
5142,8921
7590,6075
7247,5393
8539,8562
7263,732
7224,755
5096,5984
2992,980
5962,7769
6928,5534
9584,2964
4872,5976
4943,3902
5888,4044
9136,9049
3970,5858
8963,2281
8733,6814
1699,407
39,3133
9422,6355
9932,7979
9229,1843
3803,1887
7292,5538
4397,2402
486,19
3837,1811
4456,3358
7253,135
4355,3569
5151,9187
8726,4792
8242,4389
1943,3578
4910,5407
260,537
3029,9312
3588,3595
4655,7506
4825,1491
4458,920
8771,5673
516,7176
598,1170
2320,4746
4314,682
2065,5401
9527,536
7088,2303
6477,1264
3006,1506
1360,1497
803,172
9359,6361
4570,5071
9262,4828
6462,3222
9514,3859
3732,5183
5454,5529
8036,9650
3794,4170
5676,2627
173,8110
3138,7232
7584,2708
3996,5221
7010,1705
5916,7599
9273,5659
9798,4815
8413,340
2006,8570
9988,9070
9887,4720
675,2458
8766,630
7293,5180
3197,1009
10000,5815
3256,4565
1234,5490
8001,492
6707,9456
7061,493
7819,815
6345,5189
6973,8115
1841,8144
7585,6933
428,7015
6962,2207
9699,2055
8833,5968
8950,5197
4516,5991
406,5233
9204,9993
4481,1396
2389,5605
8089,8551
8479,8591
3472,2754
5895,5276
7478,2087
3674,1332
3224,3764
1763,2645
8151,8626
1216,7569
8234,5515
3604,199
4058,7708
5439,82
3044,8479
6019,6400
5518,8354
8710,119
5766,8491
9865,5825
2240,5221
7844,1435
3566,6622
6932,1649
2651,9968
9669,2322
6020,607
5019,6786
5602,8841
326,6046
1697,2879
2179,7437
3483,2467
4401,3472
9713,9848
7908,6551
9952,3927
8370,9581
6924,9037
574,8661
5331,8676
6796,6303
6984,5224
428,3904
8141,166
2437,1572
7815,9756
1526,8322
6495,3826
707,896
5610,5186
6705,7793
6307,6023
7382,3387
5947,2178
9923,7680
1002,2758
6839,5534
2811,7322
291,8937
4816,3047
2506,9764
9789,4104
9837,5720
6695,5285
6965,5996
8001,5547
6739,9499
8464,7486
3339,4412
5390,8329
8123,5899
2785,2911
3096,6123
4374,7087
8827,7205
1227,1430
1926,9659
3051,8320
4382,641
7835,2801
2300,3433
4191,1539
5764,1833
5658,8646
2804,1032
2938,1882
4490,548
3343,3112
3861,6313
1675,6341
8900,3538
9911,2087
9663,708
6203,1871
2368,2239
5623,7886
999,2874
2070,2952
5108,2164
3716,8589
5994,20
7683,7813
5443,6759
5114,7134
2318,3543
2772,6337
6208,1767
3213,7362
744,2378
5032,4875
3760,8791
9690,6638
1818,2235
8468,5654
4370,1210
4125,5511
5175,4802
4488,9907
6452,8258
3703,7279
9555,5574
8805,3002
4173,1974
5012,8626
9638,2763
5861,822
6959,6279
5945,4513
2723,1929
7604,1202
2188,9870
6712,4200
54,4273
1684,1067
4674,4757
2428,6601
6136,2020
2616,1353
5977,9982
4344,8439
5203,973
8358,6172
9943,7676
846,7180
6058,7042
1433,9427
7855,5515
7163,4072
334,8302
2223,945
3972,7280
4633,9322
1906,5920
1318,8444
832,5388
8370,5069
4063,2058
9328,1533
1310,6588
9296,1932
8060,4038
2260,4811
4395,6221
3552,5130
8798,3285
5197,6705
9240,2923
4994,6586
6013,818
4600,4683
4942,3203
5691,4640
4176,8149
1369,2948
7584,243
5522,7918
9084,5394
7229,3395
3570,1515
8788,4758
2622,9206
5931,6023
967,8341
8307,438
9170,1420
5906,1253
5621,6490
3302,2900
5752,4001
6831,3693
2568,7914
4361,2313
8978,8769
9699,3761
6948,2141
8829,2447
6317,5961
7808,6169
5866,2666
7555,1246
761,1112
3680,206
4712,5546
2243,2750
4816,9844
1230,6173
2180,7885
914,5331
2077,1638
9759,702
3216,9577
7901,6141
3962,105
8350,3945
2053,520
2695,5225
9266,4640
4685,9869
1635,8092
7754,7083
582,7829
4132,7580
1044,7426
5204,9006
4116,777
3277,4061
2647,3494
3798,3565
3068,1950
1058,9057
7063,4179
4122,3252
1035,4999
3565,6170
3571,4133
9708,316
5494,114
1648,5922
2401,1298
7376,1279
7680,8269
2264,9942
3477,3282
1551,2731
6661,3072
719,8043
1485,419
3894,4378
3190,6270
8307,7898
9889,9377
3234,5542
3658,4858
8849,1696
2235,30
8972,7406
656,991
5617,6613
6525,5651
7183,4191
2672,3888
4473,4594
7603,9767
8913,6036
2714,4978
9500,1419
3412,8725
9905,357
1666,3837
5655,7768
8572,3200
3667,7724
8617,3707
3640,6804
2806,7079
8170,4612
186,6835
8503,3164
8252,5031
5676,16
9953,4455
1959,9608
545,6446
4222,5869
8103,6127
1859,4103
7450,2778
3003,3830
1566,6388
6473,6839
3693,2345
9176,1036
837,8729
3722,3282
9311,7633
6684,6515
9096,1745
7210,1815
6069,5057
7714,8990
6510,7419
7785,1506
5144,9038
2667,48
24,7319
8153,4628
6524,2517
7445,6455
582,404
7085,2559
2712,4295
7358,1486
7676,7814
1561,9712
1110,7652
4809,5737
7839,4322
4857,9120
1372,3271
4838,6523
7622,1023
1359,3406
1684,7934
5618,6065
944,8762
3264,1755
8469,2902
9208,3168
5209,289
5839,9560
4716,6774
4165,2154
1245,2435
3479,9856
7964,5244
5,6538
2248,3522
6998,5119
8069,8202
3418,4848
633,3641
6268,2575
8306,6271
1057,9744
8687,9222
996,7920
7514,6453
7165,4067
4081,2351
3763,4197
2543,4216
3780,8991
6661,7043
647,6622
6004,2869
1866,5822
3110,3093
50,2415
3989,9401
63,772
2607,6748
8902,9751
7895,9991
2,5543
239,2958
2485,560
119,7938
4241,5870
1160,181
9541,901
1785,5883
2346,9622
1579,9650
432,5076
497,621
4013,4090
8310,7608
7364,1816
3524,8757
4801,8349
5815,8360
8584,8631
5379,6290
5373,4103
4669,4779
2366,833
8300,6108
2506,9066
6392,3124
1707,298
3890,3763
3421,781
4,2206
8445,2014
4296,2919
2163,4707
5785,7185
5959,6023
2587,4264
1026,9967
4332,8548
6885,6386
7558,553
4566,2105
3133,9808
4256,9837
4023,2858
7065,4550
7655,7279
5627,9403
7376,9154
1971,1060
4268,2584
8049,4105
9725,391
9579,16
3815,3319
8201,4843
9315,1512
