64,sgllvrumcy,9164.268,106,53061.954838000005,1
65,gsqhzihwwzammvwn,4610.7754,91,49123.116009,1
66,wloqeikanzxkzho,6478.483,101,48234.253985999996,1
67,kxkputbzjrhabjnigol,191.54477,79,36839.115531999996,1
68,jqdiqrpanxmnhkas,419.69147,85,41593.235981,1
69,voakuqthmaagsikrxmr,9080.453,87,43547.068898000005,1
70,mfxrikjfxal,2630.6345,81,42141.704541,1
71,zeolluqhvqipllzmslw,4690.4966,80,46243.84317000001,1
72,nzddnjmzgwwxxgxi,1280.0929,119,60825.732135,1
73,uzbtgjtyrboutbik,7718.449,103,53625.014222,1
74,knthlkelehlcnl,3111.845,82,42914.647600000004,1
75,rbhzgpfrcbrb,1119.3298,86,40480.795423999996,1
76,tufophumaxxwwkorpjo,389.11734,113,52382.45293300001,1
77,podrjadiacgqpi,2280.7258,112,53588.009448,1
78,cgmkhwjjdyzpk,5350.602,94,48486.53659,1
79,cuqzvxvmgmeceteltmx,892.52856,101,48351.516090000005,1
80,ijbjxumranxcbsiwdl,7846.9316,109,50594.439884,1
81,ssiwzntxuillpi,4704.676,120,62109.698617,1
82,qetwoedzhh,5474.9526,114,58846.207947999996,1
83,ojegzgqwflag,8752.715,124,64019.704428,1
84,tcdbxafxghhqv,5466.232,117,59094.506937,1
85,uytnvqihzzegcbagaly,2987.4153,89,43978.267162,1
86,ggaoadxqhuu,2035.2968,100,51390.240083000004,1
87,hzechqjrqi,9650.933,110,51823.30976,1
88,njpjynvncbd,4179.1577,98,49760.293759,1
89,pmkmhszrhprevvzv,7321.237,108,52447.79528600001,1
90,lnwlurodjx,653.0398,101,44381.907169,1
91,ptbjfgpjwj,9136.476,94,48569.590528,1
92,opjrkvbukx,1399.8762,98,47721.78864200001,1
93,krfymtdblwezte,7090.01,103,54107.849726,1
94,nwktkkeicnoth,8873.107,104,47782.24813199999,1
95,dcwnkhldglkcmo,3044.9539,117,59939.119425000004,1
96,tcxkiltyutupq,6394.725,97,53122.596512000004,1
97,iqpqeqwoabfsn,3020.3008,115,57493.394071999996,1
98,qlombuovjwyczgasd,5423.0337,101,48751.361591,1
99,dftfnhfweofnfzh,6431.373,86,44957.534333,1
100,kbfbayrbsftad,7255.8965,115,57376.429365,1
101,likanojzxfdzff,8300.316,92,48478.403013999996,1
102,ywbzvrwmtkw,8494.293,102,57671.17647600001,1
103,dsypsoirxxe,7777.336,107,54442.373120000004,1
104,pzcgqikwqpwmvhgd,1274.3921,118,58440.635922999994,1
105,ylmilrskbcjk,2250.4067,108,57125.111179,1
106,kqlqhkpslsdgax,1761.5133,87,45027.695934999996,1
107,kqwkxbrynvykico,7249.234,93,47498.175277999995,1
108,wprwfxysnd,2237.1304,87,44918.540064,1
109,jujqbjxbdwcgeeznwni,5197.8394,94,43012.249271,1
110,qbqqfidzpbhyum,414.18124,101,46467.932715999996,1
111,hgaqjregfyh,185.49048,91,46546.895724,1
112,cupmlpsiaklpf,3318.6204,103,48491.610590000004,1
113,imnyyjbiuyeisqe,4022.307,99,51745.832686999995,1
114,kcqahhqfnr,7887.094,99,48622.594461999994,1
115,znthvitqqwkd,5367.709,100,50422.059419,1
116,cflbkpjqvoxruhfz,2782.9722,93,44844.413314,1
117,uvslimnrvbxo,9268.665,107,52716.356793,1
118,lwqpawqwnufgfqdsbj,2025.6376,107,56557.72100399999,1
119,sboozjfhzlsb,3587.8176,120,64622.760750999994,1
120,sebkxajjqxbsed,1684.8104,99,49304.481616000005,1
121,dkkkfdftesmlgus,9490.166,89,42356.476965999995,1
122,qdnlvsqyvxrp,2710.259,89,45514.128706999996,1
123,pgwnympwaf,7803.842,120,59160.194905,1
124,voppoowdkscch,9132.881,109,56745.644686,1
125,basfbezlkuvyjgmotit,6490.295,105,51023.138887,1
126,oeulrzaksppxj,4831.823,86,46324.655469000005,1
127,tmnfcskajsnvvf,331.93448,92,46357.562789999996,1
128,zzruigtohmbdgjqpv,5951.4023,96,47377.006109,1
129,utbqbodfvmoio,9310.137,93,46294.59527700001,1
130,keotvefltbuypykq,7122.0015,124,62101.31241600001,1
131,vgdinnfhaaowyxkv,1421.0037,98,50030.467424,1
132,oqylkuqawgqfjekya,7760.9805,91,43821.434116000004,1
133,etotqyzslnadi,5994.6836,100,46683.491507,1
134,mksmmjyxdqrxim,1405.3611,60,27221.153247999995,1
135,uhomcovqbl,5541.03,112,57590.337517,1
136,zquamytxdgyvzmnb,4655.166,111,55451.677497000004,1
137,jvqjiobmzhjyypuz,9755.365,103,48351.695453,1
138,ftgmplopdvuihadiz,6035.976,90,44091.60348,1
139,qqkatpdlbar,6032.494,105,51785.311365,1
140,weneqhoqvyxoigrd,9903.285,129,64691.472643,1
141,hyfkhmodrgzaebdl,4095.959,101,50663.346741999994,1
142,tmpmdcseketctax,1544.3098,74,40873.084503,1
143,owtdktvvzieoshddux,2110.1396,91,47196.316108000006,1
144,tjgblcnavpnfmgzvugf,1487.3671,103,56061.47899,1
145,fumlhvugftpnincg,6694.811,108,52347.832569,1
146,xpmbssssuujmrp,9393.053,100,50885.369744,1
147,fitglvhhbrjamegw,3417.6775,101,48550.992934,1
148,jkgzzxpdvqh,5859.4443,95,45880.608149,1
149,qhukjvemflcbp,5526.1934,95,52496.894904999994,1
150,ikuototjhktvaeosglg,5982.8833,90,47948.126767,1
151,hjzgikznpezlho,7848.9624,91,44285.74857200001,1
152,qhuknyltjidvfno,9602.3545,92,50027.789338,1
153,zmghyxuiawbntyhky,6631.3076,87,43265.587761,1
154,sjhdpptppppbnbicv,8862.52,95,50227.222973,1
155,btnbldikdktpj,4185.891,99,48448.05011,1
156,vhewwhnozgmkpjlx,6832.764,97,52657.78087100001,1
157,ozdlfmpcstxpviim,1288.9436,105,49132.32368,1
158,jnmwftfzlqklocgt,1117.8033,102,51379.23504100001,1
159,frpbgtiqrdmgl,8567.628,93,47189.293263,1
160,hgpzewlbhtwxfarjwq,9348.416,99,51460.184976,1
161,zzkwefjzzoj,8483.311,88,44504.86715800001,1
162,gskobbwmabqqw,7886.633,90,39334.423366999996,1
163,izaansgznblbus,3032.764,76,40004.617061,1
164,rawknfytxt,8388.696,95,47156.234044,1
165,cxdqkvmvtonhyug,4410.284,110,54093.701162,1
166,mbfdeuacqcm,631.5105,85,41298.852468,1
167,rqbaegolfdjknbt,1375.7742,105,51448.095515999994,1
168,qmrlzljbsgprtyyyaq,4516.5757,91,44033.688819,1
169,bfrbyxabgvocquui,6705.08,90,42713.090716,1
170,zxmmpfjzif,1727.4996,111,58508.467825,1
171,okaccbsioihmj,5637.1396,96,48934.7528695,1
172,midcugeospbo,2317.1667,89,43706.062228999996,1
173,bmcsjunsthkd,329.07138,101,52801.969900000004,1
174,uzjecjplltuuiqgnvd,9077.421,100,55201.366607,1
175,mhoresxtvcy,6253.625,87,43959.795776,1
176,mossbvpxtfkk,9023.705,75,35579.361631,1
177,ixtbmdazgolgvquprae,6128.5933,105,56375.210014,1
178,wmtgsldewkzmgqrzsdv,7493.6885,91,42386.212804999996,1
179,qngmlcztgu,5455.846,103,46878.714930999995,1
180,pslixdgagvhwootw,8889.995,85,39770.093240999995,1
181,wgaqnqiaegln,7564.393,91,50491.673473,1
182,srnobbsovtklseyqg,7640.118,109,52600.458403000004,1
183,biysnlttwl,8120.798,93,49900.78073200001,1
184,gvuwuzohbhtfnhsrey,2074.4224,104,55206.089832000005,1
185,onlwlyptvrs,7168.866,100,51294.545796000006,1
186,ijfhjnuhvtfpwdrx,7676.218,101,50678.42483900001,1
187,bpnnhkjtebgpibmch,4926.83,109,53463.525008000004,1
188,tzkblgaqjldhwjqw,4882.232,101,49080.999018999995,1
189,puuaarurztjyqamgqa,6321.864,113,62039.295619,1
190,xojgaezwnkklncx,2346.566,90,41740.202331,1
191,kdaopejsxmchlwygbno,8727.571,112,56331.843679,1
192,tfiskxtsynbhvlmngac,9025.352,110,55776.443597000005,1
193,jymhpsoxffhcvckvhuz,4714.408,86,39339.020436000006,1
194,xdwtnnesbfljmtg,7572.3154,108,55978.989029000004,1
195,sozprgkarrp,3391.3538,98,53567.322632,1
196,ztvizoxhczfzxouep,1445.599,99,49407.57661900001,1
197,lrgymciwsgecrfjghj,4210.772,94,48994.394722,1
198,etlqgadsoemliwqyj,5440.9395,101,52674.58425,1
199,ojywzpasgzhjqqfcsij,1958.4003,100,53817.01259600001,1
200,rpipgtrrfm,9038.37,93,43405.176,1
201,zwmbbjwcjb,1824.0796,98,51144.739226,1
202,udlmpladwkzxihfpg,3072.3523,109,53325.635245000005,1
203,kaovxzcvuycuszen,2254.8977,100,49812.925223,1
204,ewmhoiuzqplzquge,1730.5292,104,50858.2941815,1
205,vjhrcuzmtxjahtmpsln,4850.513,91,46820.313862,1
206,ouqfiueauvsrbbcrk,4603.49,108,52890.802446999995,1
207,pabwymaseploxcwjrz,1008.17126,106,54164.268574,1
208,ovxgzcazdytec,6730.915,84,41027.513307,1
209,fvwleyeunair,687.3975,89,46310.06816899999,1
210,rlhwbyyfqbyjnobm,5534.04,102,53579.9148595,1
211,uyaxzkmwcwgxvmd,7529.2515,112,56489.376757000005,1
212,jtadzgpewrrkfgbw,8798.286,95,49682.70499800001,1
213,wctkilwxuzmvglhs,5019.047,78,37971.738418,1
214,wrzzdbcutlsxnodl,6736.941,105,55693.939450000005,1
215,oqguuakfzjyhzciox,1995.2275,117,60910.522545,1
216,axepxzrzkaikc,4389.8164,85,41879.65248899999,1
217,atjujuxoriacbhswuoh,3372.6753,77,38709.91941,1
218,zxkcgtelisfylqxnv,1725.2567,103,54896.165435,1
219,cjundvxwrtburzmj,2851.263,104,55309.537609,1
220,srfrsijeksukjqh,5517.025,95,53134.150687,1
221,jzmgixqiys,1720.5939,98,46370.887709,1
222,usqyrnxxutzj,892.3161,93,48997.6202295,1
223,obuztwmpvnvvvvdis,4775.7544,88,43034.15668500001,1
224,waxaggxdfgqdapvp,9999.749,97,51615.139036,1
225,grcbaeigefstp,1620.7112,98,52101.553289999996,1
226,lwibpllwbgeddfshf,1902.0417,109,53950.964583,1
227,eugwyikrvdknfjflgx,1102.6003,83,40300.296055,1
228,nsvqctxacwoswxy,8980.647,87,41944.503744,1
229,nqvrilxjpsn,2143.2937,107,61594.50670399999,1
230,pmjowdeahrbbrh,2047.6997,92,40540.543604000006,1
231,wjzxnsyqwyuckch,7065.604,97,46347.209111,1
232,vjzknglctanyjqour,1941.1592,93,47933.3250595,1
233,vrzcnkljtiy,637.06323,98,46630.597046999996,1
234,xdvufybsbkfhkyaixbh,8420.884,102,47846.003404999996,1
235,hhfagtnevp,5815.381,83,44220.149015,1
236,gunzwytgyny,8445.336,94,42260.896387,1
237,dzjbjmotxezpup,7975.7446,110,59342.418940999996,1
238,ibgagphbnpx,280.2754,108,55040.230094,1
239,kbxsvikbzchtnwuhhx,677.2422,106,54914.129166,1
240,cnzoxqctvptx,5437.092,106,51709.55542,1
241,etzzgcvcdio,3868.1138,104,52918.195212000006,1
242,wcbwsglukns,4155.7705,107,56938.30828099999,1
243,cionmiskgwnxfb,8780.377,105,50484.362576,1
244,wyghdsspakluetd,2825.7642,80,45434.539919999996,1
245,apazysnxfapxkm,213.39624,109,52226.05904,1
246,ojjeekhwid,9428.186,98,51542.241362999994,1
247,hvhmdqgfnmv,9652.176,94,48218.723493000005,1
248,kkmtcmhcxzmw,5840.707,89,47248.551775,1
249,vxcmsscwqmrwknzsc,171.29065,117,60488.136834,1
250,xaxeonqubpbvxypmb,9399.642,77,34586.720213,1
251,hrmpzxlurj,7369.9146,90,43186.159014000004,1
252,rspbkiqmjhdfsjizenp,8983.563,80,38034.998984000005,1
253,nsecqgncxwuuhv,5159.079,107,56448.885577,1
254,bdoutzknsrpbmhdvuk,6574.6484,115,59891.3069255,1
255,jkgghllbmkocmt,7899.3823,110,57074.842,1
256,hhmwexigwfvqzh,4086.9111,100,52837.480557,1
257,kczfvrqurkkea,1635.7112,84,41967.409124000005,1
258,obpajqidvzdzbjbm,2516.6812,89,42882.809199999996,1
259,itlrnssewozi,1662.3306,97,46899.441383,1
260,zqdhyehwdkw,1178.2942,108,52056.836337,1
261,vlmxbkbzop,3121.7466,100,49089.817245000006,1
262,xfuxzxqbqffsmkgqmy,664.1523,98,47983.485927,1
263,habkjtnzry,1974.4388,105,52986.853449,1
264,beigxingynqpvhk,7226.1816,94,43016.33753800001,1
265,crrzisjluasq,1657.431,102,52149.547237000006,1
266,gynextnzxbghumefqrw,5651.1255,90,49589.011603000006,1
267,blcjbyvmmycvodassmp,9762.42,103,53342.75457600001,1
268,azxscbajkxlvo,2430.9062,105,56697.59297,1
269,dkmwhhwblblq,5955.743,103,56034.986791999996,1
270,fopdbhfecpx,2315.3257,96,51972.371419,1
271,jhhtsnsfniu,3455.9233,98,52148.783569,1
272,vsrrirzxtshml,1100.6194,112,53811.551856,1
273,mtaltcyhortuowalvmd,8855.668,108,60262.887907000004,1
274,hwcuyggiiv,1692.2721,104,55075.504646,1
275,uxexbkfqyzjqdmdjuiv,7375.087,103,59010.752613000004,1
276,pfyyoagxpqkqm,7158.4185,76,37184.588795,1
277,gqjhjqwkok,8635.593,99,44812.12816,1
278,ylrjqrnmbwikadjktv,1953.522,82,38424.445055000004,1
279,bnafifvnio,959.6331,89,41857.85549,1
280,mfvyzrifyehotenwu,2524.102,110,55701.023944,1
281,nytlcefmpewmjb,5721.6304,101,53747.035565,1
282,fqirsyolxfusc,6205.8354,91,43863.868858,1
283,uiqmyxyowysmghaytn,2427.7695,95,50336.544301999995,1
284,akefvxzuzjw,221.17062,91,46695.196763,1
285,bepplgduvt,3933.4087,101,51836.127823999996,1
286,iuqaizszfhrip,778.8774,107,49972.637631,1
287,jiimwoksrihrjnywo,1656.8209,103,48605.584792,1
288,rbisdotvkpff,7996.556,92,47502.500967,1
289,lfcnuuqxwzgo,8855.032,94,47786.716489,1
290,sxuzhxuduofipjivcwv,5254.3105,98,48548.207965999994,1
291,fbbiuseozykl,3832.9666,104,49573.03426,1
292,xpcyqlxykks,9677.767,94,47383.305922,1
293,wpnwdhfzdrndfd,9088.558,112,64848.009914,1
294,tuglygswfhn,9408.401,98,52461.793967000005,1
295,tgargbafuk,3541.126,91,45207.384948,1
296,fawuoqpsyczyag,6289.303,78,36549.18621,1
297,qhzxrzxwsjxtubchav,5862.2207,95,47057.90052999999,1
298,dyxrapssgc,9350.329,98,46837.218971,1
299,pgqmrnvdlxvhcdmc,7050.5117,88,43410.471695,1
300,cheutakysddwvrmwb,9957.613,98,43059.769987,1
301,ceesioogrch,1825.3383,92,45343.89204600001,1
302,klyiztfibdtbhepub,509.59933,106,54733.400194,1
303,xntyfhkewyxdccsocp,3879.8052,107,49796.011793,1
304,jgpnhuvttrqmsctux,6501.754,94,44454.213401,1
305,gydvntijziawfnlnvs,7808.028,99,50510.88030049999,1
306,hkdnpnrdpfagpeftpgr,7045.383,90,46419.141313,1
307,guujpyhkpswmhjgb,5081.1997,99,48636.788408,1
308,cukqsmtozamdi,4508.7627,101,52276.328434999996,1
309,pcqkritquoqewsbj,7613.7437,94,48943.964292,1
310,iziintgzaizcl,4925.006,90,45738.584155,1
311,tjknyndpzvhqrq,5476.269,99,47833.49309,1
312,fhbljzinqpzoomh,4562.317,102,51771.792485,1
313,mboqczuxzm,5463.971,88,45646.35805899999,1
314,ffhswcyxds,192.08705,110,54350.294423,1
315,ujivzsgkyna,1631.014,100,46495.771359000006,1
316,ivwwbzsichqnxf,3921.2097,88,41640.08836899999,1
317,qojwwgkcykh,3096.577,111,55474.552929,1
318,ityzrpzlogdkz,1079.4207,104,56576.28247600001,1
319,vqowjfspqu,5278.08,78,40757.650497,1
320,fwwqelbijaq,4906.9287,109,55331.452525999994,1
321,sqrqcjrcugco,8450.801,106,50795.26964,1
322,jfwqswbpuq,8919.366,96,46595.519228000005,1
323,wbjydhaytxzfdiakku,1938.2589,99,52175.798644999995,1
324,hljxeoidwhyrzahr,4020.0227,105,53392.0469,1
325,tczzlqfktio,6744.646,121,63625.610755,1
326,gzrujjjysxekjg,3418.912,102,52279.83639799999,1
327,jjazukrjkji,1781.011,92,47328.893367,1
328,qpktrdcxssheaodz,6438.5815,97,45008.604802,1
329,fkexwskabv,2983.5088,101,50619.441458500005,1
330,kjoktybyecmuk,5241.635,100,55345.748501999995,1
331,snxfldmgospouzwmeq,5202.318,83,43551.205505000005,1
332,bfifkihxotfou,2985.4202,98,47834.093037499995,1
333,fvbvnyjhmisgfhki,8270.074,110,53547.141579,1
334,vqytlaxpezfglucfukg,7232.58,94,46862.812886,1
335,hjcllgmoommfey,2366.5215,120,64622.548463,1
336,woasmjcgqxhui,803.01605,106,50506.252983,1
337,lschftpytgkl,2119.331,123,62430.349832,1
338,mfrwayjsslnpkczd,1386.1803,99,49228.779924,1
339,mkqexcqcudteiyftaxn,4590.395,121,59008.25464700001,1
340,gwabcqoscggvakzpj,3200.9084,101,52818.95116699999,1
341,ftfnpkfaorwi,5990.032,102,48901.413796,1
342,iperzzbxkrcn,914.76416,106,58426.595674,1
343,kcxzzepcxvpq,3793.6414,96,46455.04852,1
344,mjyvkbbgctylqenects,671.8358,116,60929.217151000004,1
345,egcrruiyxzb,9524.05,89,43122.023755,1
346,yxpvhjysyaw,4031.662,115,64460.581413,1
347,xgilxwaehcyghheb,2252.6177,100,49991.37119,1
348,oiyxhnoyfmuqlilx,9739.667,102,52927.468462000004,1
349,oyquvuuwqebofyloq,6460.411,92,43115.316982,1
350,auqjxlbypemfreb,4246.2744,111,56860.886324499996,1
351,vhjogpjrauigua,5161.4844,73,38179.791344,1
352,xetpwpghripj,3866.4456,110,59327.9585,1
353,aacorjxyhfj,9795.74,87,47590.725714,1
354,pnxdmtnsebkh,2786.7854,99,54046.248511,1
355,eelnqqhfznerlkclkcc,4112.422,116,59229.976604,1
356,ktzcwxqvvqk,8284.295,98,54561.004881,1
357,kkpzciikusruitpfu,1334.3395,95,52080.518809999994,1
358,eyidtxyzgcx,8997.268,113,56787.168852999996,1
359,xjpbrontokurc,8991.743,102,51450.831511,1
360,ovrywwpnewnclquk,3893.4604,117,58953.412917,1
361,jepxvgyyvmyarnomhwp,9448.075,110,56866.09224,1
362,ugpcyqfiud,9596.141,109,54049.345827,1
363,oewpzmjrscrdpqxiun,7146.638,99,52766.870861,1
364,hseisruiow,8700.767,83,38425.459227,1
365,zcwzjovuoyms,9935.206,99,49097.61036399999,1
366,dpuognppqlryjwitncs,2519.4158,108,56152.331655,1
367,scbbqzxykqrxpynef,1205.0735,85,47968.889321,1
368,nbzlrhviewvnwllgc,2513.9988,93,43592.774729,1
369,devhxhkpmcjegxinp,6288.353,112,60664.181894,1
370,qequusakevuaxmdfct,3765.5315,104,51257.097304999996,1
371,iqpcbxriompmsq,4461.4707,87,41049.963451,1
372,yypmydhapk,5336.1274,120,61167.722116000004,1
373,xcldrxqbsxjwweina,6869.2344,94,46592.970077000005,1
374,pslpwgtddnfevnqsdzt,5358.4985,92,45602.854479,1
375,nqjanovswepqwik,8186.1797,93,46232.77867099999,1
376,tlozupwcxny,6778.7554,112,56784.251468,1
377,dcmryyayatvozavkm,3541.4104,92,47395.969337,1
378,digutqwycghgoryfjkd,7774.288,106,54165.223228,1
379,laxsrrbbsygglubpxc,715.8397,109,56695.297561,1
380,pcxqgfmcxx,8711.763,79,39922.819217,1
381,pwmyobeiemgdoj,2948.6206,109,58570.556223,1
382,josfcalbxwmtiddr,2545.1262,105,55835.617918,1
383,rcuwgdtqheoe,8235.361,104,53143.71051199999,1
384,zxfeaoivkk,8346.5205,115,60216.764623,1
385,budaqblhtxrrcjeq,3550.5857,69,34247.982805,1
386,zhxkvshxmd,1167.1298,100,53449.765475,1
387,sprphgabkiuszea,416.43713,94,51394.827279,1
388,caltpaktzi,7027.9355,120,62054.87999999999,1
389,vtcqihcgghiwuzor,3393.1082,99,48547.243974000005,1
390,mowetxtbejfsp,5861.1094,103,51606.400341,1
391,bsgcorktiwmw,6919.584,84,30953.081186999996,1
392,gosbjnoztocwe,7781.2524,88,42382.302366,1
393,ecyixiyennrsy,3479.1633,96,47008.034234,1
394,dztkqxziket,4873.101,105,53620.32421299999,1
395,mkesttlsddw,7010.542,87,42780.335939000004,1
396,cbmoubzjzdrjhnnftl,5473.903,91,44332.391035,1
397,nfmxcphizj,3977.773,97,48063.766071000005,1
398,xyrytyzlklkqqud,7776.042,110,55551.294451999995,1
399,ojjyctyyyd,1962.7185,120,64847.77190299999,1
400,dftuyimpkvq,6506.5103,105,52983.628902,1
401,holzjzphokahm,2870.3657,104,56528.62008000001,1
402,nypanhybaycdaow,5600.965,119,58660.717691,1
403,uaegsgsvnzymzxmdhv,7134.12,105,49583.650193999994,1
404,gmrfxdxtjqokhzki,4173.4473,107,53048.179176000005,1
405,wsatqskeft,4192.489,104,55194.800948000004,1
406,bvwxdxelxiso,1547.2532,91,40241.538833,1
407,wddorijpjxzubhula,8705.651,102,52262.465423999995,1
408,bduqjoxazonpptcx,1728.1328,98,47771.15725799999,1
409,raawljomtfzznijpbxc,9114.919,104,50621.179594,1
410,ggnrhcgyhgi,6222.841,105,50689.666056999995,1
411,izhhedqjvgcntmyhlw,4945.79,105,53141.621445,1
412,bhjlirssclvkpeulp,8715.512,88,44813.766455000004,1
413,rjnafxnkscenpc,8004.7227,113,59497.55550799999,1
414,kvfqbskncppme,6010.628,109,53429.895747999995,1
415,kktgkoyhzxr,4522.1675,90,43356.368342,1
416,yyplifcrzckri,6879.4897,107,55087.969161,1
417,fcfwvhfpdqdssckb,3823.347,104,53132.38194099999,1
418,eyoiqlyllqb,5871.923,91,46754.761174,1
419,tesazgncjbwzlf,175.16101,87,47616.79888,1
420,fmkeqfjiuek,261.49353,84,43507.977021,1
421,vzjewxnrglclxzx,1746.1876,103,46974.032729,1
422,orfxifpdeznbxsctk,2466.0608,112,55766.757766500006,1
423,fbbctfnwjkrj,5972.0537,91,46128.03688300001,1
424,ehrnlrvxxdzwdfewyp,9136.032,93,46044.917328,1
425,fwppoqwgajjt,5749.2275,106,53831.636676,1
426,ohdspcuqahqfhmytqjt,9981.098,100,54978.29849100001,1
427,zcuxroymogtpckay,5232.022,124,61944.86921799999,1
428,pkasnfrbfznp,2663.8694,100,46454.233095,1
429,tjcqrufzyagrs,2058.024,105,54784.135011,1
430,tnlodycohbjz,5186.7188,112,53985.341528,1
431,nvdlfzrvhtrs,5584.076,105,53812.761234000005,1
432,ulhtfozwmahsnuvowp,8438.108,94,42456.390881,1
433,tuhaegembhtil,7039.071,96,44387.940835999994,1
434,tqhocgckympjjt,9727.498,99,51436.077795000005,1
435,qdwihdaqdzss,240.22037,108,54412.614133,1
436,coqzwgwrgk,6407.9614,104,52039.481493,1
437,sdqywvocxhyxjfizr,9016.372,105,52390.490724,1
438,ulqmztoukdizklkenrn,9420.336,107,51387.719705999996,1
439,bmkynlctklhgglpgj,2328.9507,102,56780.65071500001,1
440,swmwncmqbnpct,717.07886,94,42994.653571,1
441,dmapssypugzdydme,4361.369,95,47780.705151,1
442,xxbnzlbmxfijwothx,3608.9038,130,62625.160902,1
443,apdbrtipsiwne,7159.187,100,51854.565912,1
444,zjpzapogppmc,7288.298,101,47743.58078799999,1
445,naebejnhwmgbon,3311.733,108,53747.203035,1
446,cirlaabtmftiyklmr,2302.631,109,55412.86298900001,1
447,uysdoalpsbiacaxs,1188.4543,101,56309.532133,1
448,efwtaqcwhftbxiaeai,6202.611,107,50525.389134000005,1
449,chabftwjio,8643.353,101,48876.987938,1
450,puyyogambotxbxhp,6449.9756,93,52696.9994,1
451,vsnunhhcnm,9387.89,104,48855.286661,1
452,tvpwfodmkxfdfalqnta,5422.2046,86,44489.44482900001,1
453,majucnzbvukggagjw,6048.2793,100,50208.352751,1
454,ebcjwcohtrnzfdzx,8017.395,79,37142.068765,1
455,uulykzwbwkdkae,7674.2188,103,50430.457479,1
456,movnznhqqpzep,3972.0007,87,42595.733934,1
